attribute,value,weight,tags
Language,Orc,10,"{""race"": ""Half-Orc""}"
Language,Gnomish,10,"{""race"": ""Gnome""}"
Language,Halfling,10,"{""race"": ""Halfling""}"
Language,Draconic,10,"{""race"": ""Dragonborn""}"
Language,Giant,1,
Language,Abyssal,1,
Language,Celestial,1,
Language,Deep Speech,1,
Language,Infernal,1,"{""race"": ""Tiefling""}"
Language,Sylvan,1,
Language,Undercommon,1,
Race,Human,5,"{""stat_bonus_1"": ""ANY 2"", ""speed"": ""30 feet"", ""extra_language"": ""True"", ""size"": ""Medium""}"
Race,Elf,5,"{""stat_bonus_2"": ""DEX"", ""stat_bonus_1"": ""INT"", ""speed"": ""30 feet"", ""extra_language"": ""True"", ""size"": ""Medium"", ""sense"": ""darkvision 60 ft.""}"
Race,Half-Orc,5,"{""stat_bonus_2"": ""STR"", ""stat_bonus_1"": ""CON"", ""speed"": ""30 feet"", ""size"": ""Medium"", ""sense"": ""darkvision 60 ft.""}"
Race,Half-Elf,5,"{""stat_bonus_2"": ""CHA"", ""stat_bonus_1"": ""ANY 2"", ""speed"": ""30 feet"", ""extra_language"": ""True"", ""size"": ""Medium"", ""sense"": ""darkvision 60 ft.""}"
Race,Dragonborn,5,"{""stat_bonus_2"": ""STR"", ""stat_bonus_1"": ""CHA"", ""speed"": ""30 feet"", ""size"": ""Medium""}"
Race,Halfling,5,"{""stat_bonus_2"": ""DEX"", ""stat_bonus_1"": ""CHA"", ""speed"": ""25 feet"", ""size"": ""Small""}"
Race,Goblin,1,"{""stat_bonus_2"": ""DEX"", ""stat_bonus_1"": ""CON"", ""speed"": ""30 feet"", ""size"": ""Small"", ""sense"": ""darkvision 60 ft.""}"
Race,Dwarf,5,"{""stat_bonus_2"": ""CON"", ""stat_bonus_1"": ""WIS"", ""speed"": ""30 feet"", ""size"": ""Medium"", ""sense"": ""darkvision 60 ft.""}"
Race,Tiefling,5,"{""stat_bonus_2"": ""CHA"", ""stat_bonus_1"": ""INT"", ""speed"": ""30 feet"", ""size"": ""Medium"", ""sense"": ""darkvision 60 ft.""}"
Race,Gnome,5,"{""stat_bonus_2"": ""INT"", ""stat_bonus_1"": ""DEX"", ""speed"": ""25 feet"", ""size"": ""Small"", ""sense"": ""darkvision 60 ft.""}"
Name,Carl,1,
Name,Francine,1,
Name,Francis,1,
Name,Giblit,1,
Weapon,Club,1,"{""damage"": ""1d4"", ""damage_type"": ""bludgeoning"", ""weight"": ""light"", ""attack_type"": ""melee"", ""reach"": ""5 ft."", ""archetype"": [""Bulky"", ""Crafty"", ""Faithful""]}"
Weapon,Dagger,1,"{""damage"": ""1d4"",""damage_type"": ""piercing"", ""weight"": ""light"", ""finesse"": ""True"", ""attack_type"": ""melee"", ""range"": ""20/60 ft."", ""thrown"": ""True"", ""reach"": ""5 ft."", ""archetype"": [""Crafty"", ""Smart""]}"
Weapon,Greatclub,1,"{""damage"": ""1d8"", ""damage_type"": ""bludgeoning"", ""two_handed"": ""True"", ""attack_type"": ""melee"", ""reach"": ""5 ft."", ""archetype"": [""Bulky"", ""Faithful""]}"
Weapon,Handaxe,1,"{""damage"": ""1d6"", ""damage_type"": ""slashing"", ""weight"": ""light"", ""attack_type"": ""melee"", ""range"": ""20/60 ft."", ""thrown"": ""True"", ""reach"": ""5 ft."", ""archetype"": ""Bulky""}"
Weapon,Javelin,1,"{""damage"": ""1d6"", ""damage_type"": ""piercing"", ""attack_type"": ""melee"", ""range"": ""20/60 ft."", ""thrown"": ""True"", ""reach"": ""5 ft."", ""archetype"": [""Bulky"", ""Faithful""]}"
Weapon,Light Hammer,1,"{""damage"": ""1d4"", ""damage_type"": ""bludgeoning"", ""weight"": ""light"", ""attack_type"": ""melee"", ""range ft."": ""20/60"", ""thrown"": ""True"", ""reach"": ""5 ft."", ""archetype"": [""Bulky"", ""Faithful""]}"
Weapon,Mace,1,"{""damage"": ""1d6"", ""damage_type"": ""bludgeoning"", ""attack_type"": ""melee"", ""reach"": ""5 ft."", ""archetype"": [""Bulky"", ""Crafty"", ""Faithful""]}"
Weapon,Quarterstaff,1,"{""damage"": ""1d6"", ""damage_type"": ""bludgeoning"", ""versatile"": ""True"", ""versatile_dmg"": ""1d8"", ""attack_type"": ""melee"", ""reach"": ""5 ft."", ""archetype"": [""Smart"", ""Faithful""]}"
Weapon,Sickle,1,"{""damage"": ""1d4"", ""damage_type"": ""slashing"", ""weight"": ""light"", ""attack_type"": ""melee"", ""reach"": ""5 ft."", ""archetype"": [""Bulky"", ""Crafty""]}"
Weapon,Spear,1,"{""damage"": ""1d6"", ""damage_type"": ""piercing"", ""attack_type"": ""melee"", ""range"": ""20/60 ft."", ""versatile"": ""True"", ""versatile_dmg"": ""1d8"", ""thrown"": ""True"", ""reach"": ""5 ft."", ""archetype"": [""Bulky"", ""Faithful""]}"
Weapon,Light Crossbow,1,"{""damage"": ""1d8"", ""damage_type"": ""piercing"", ""attack_type"": ""ranged"", ""range"": ""80/320 ft."", ""two_handed"": ""True"", ""archetype"": [""Bulky"", ""Crafty"", ""Smart"", ""Faithful""]}"
Weapon,Dart,1,"{""damage"": ""1d4"", ""damage_type"": ""piercing"", ""attack_type"": ""ranged"", ""range"": ""20/60 ft."", ""thrown"": ""True"", ""finesse"": ""True"", ""reach"": ""5 ft."", ""archetype"": [""Crafty"", ""Smart""]}"
Weapon,Shortbow,1,"{""damage"": ""1d6"", ""damage_type"": ""piercing"", ""attack_type"": ""ranged"", ""range"": ""80/320 ft."", ""two_handed"": ""True"", ""archetype"": [""Bulky"", ""Crafty""]}"
Weapon,Sling,1,"{""damage"": ""1d4"", ""damage_type"": ""bludgeoning"", ""attack_type"": ""ranged"", ""range"": ""30/120 ft."", ""archetype"": [""Bulky"", ""Crafty"", ""Smart"", ""Faithful""]}"
Weapon,Battleaxe,1,"{""damage"": ""1d8"", ""damage_type"": ""slashing"", ""attack_type"": ""melee"", ""versatile"": ""True"", ""versatile_dmg"": ""1d8"", ""reach"": ""5 ft."", ""archetype"": [""Bulky"", ""Faithful""]}"
Weapon,Flail,1,"{""damage"": ""1d8"", ""damage_type"": ""bludgeoning"", ""attack_type"": ""melee"", ""reach"": ""5 ft."", ""archetype"": ""Bulky""}"
Weapon,Glaive,1,"{""damage"": ""1d10"", ""damage_type"": ""slashing"", ""attack_type"": ""melee"", ""weight"": ""heavy"", ""reach"": ""10 ft."", ""two_handed"": ""True"", ""archetype"": ""Bulky""}"
Weapon,Greataxe,1,"{""damage"": ""1d12"", ""damage_type"": ""slashing"", ""attack_type"": ""melee"", ""weight"": ""heavy"", ""reach"": ""5 ft."", ""two_handed"": ""True"", ""archetype"": ""Bulky""}"
Weapon,Greatsword,1,"{""damage"": ""2d6"", ""damage_type"": ""slashing"", ""attack_type"": ""melee"", ""weight"": ""heavy"", ""reach"": ""5 ft."", ""two_handed"": ""True"", ""archetype"": [""Bulky"", ""Faithful""]}"
Weapon,Halberd,1,"{""damage"": ""1d10"", ""damage_type"": ""slashing"", ""attack_type"": ""melee"", ""weight"": ""heavy"", ""reach"": ""10 ft."", ""two_handed"": ""True"", ""archetype"": [""Bulky"", ""Faithful""]}"
Weapon,Lance,1,"{""damage"": ""1d12"", ""damage_type"": ""piercing"", ""attack_type"": ""melee"", ""reach"": ""10 ft."", ""special"": ""You have disadvantage when you use a lance to attack a target within 5 feet fo you. Also, a lance requires two hands to wield when you aren't mounted"", ""archetype"": [""Bulky"", ""Faithful""]}"
Weapon,Longsword,1,"{""damage"": ""1d8"", ""damage_type"": ""slashing"", ""attack_type"": ""melee"", ""reach"": ""5 ft."", ""versatile"": ""True"", ""versatile_dmg"": ""1d10"", ""archetype"": [""Bulky"", ""Crafty"", ""Faithful""]}"
Weapon,Maul,1,"{""damage"": ""2d6"", ""damage_type"": ""bludgeoning"", ""attack_type"": ""melee"", ""reach"": ""5 ft."", ""weight"": ""heavy"", ""two_handed"": ""True"", ""archetype"": [""Bulky"", ""Faithful""]}"
Weapon,Morningstar,1,"{""damage"": ""1d8"", ""damage_type"": ""piercing"", ""attack_type"": ""melee"", ""reach"": ""5 ft."", ""archetype"": [""Bulky"", ""Faithful""]}"
Weapon,Pike,1,"{""damage"": ""1d10"", ""damage_type"": ""piercing"", ""attack_type"": ""melee"", ""reach"": ""10 ft."", ""weight"": ""heavy"", ""two_handed"": ""True"", ""archetype"": ""Bulky""}"
Weapon,Rapier,1,"{""damage"": ""1d8"", ""damage_type"": ""piercing"", ""attack_type"": ""melee"", ""reach"": ""5 ft."", ""finesse"": ""True"", ""archetype"": [""Bulky"", ""Crafty""]}"
Weapon,Scimitar,1,"{""damage"": ""1d6"", ""damage_type"": ""slashing"", ""attack_type"": ""melee"", ""reach"": ""5 ft."", ""finesse"": ""True"", ""weight"": ""light"", ""archetype"": [""Bulky"", ""Crafty""]}"
Weapon,Shortsword,1,"{""damage"": ""1d6"", ""damage_type"": ""piercing"", ""attack_type"": ""melee"", ""reach"": ""5 ft."", ""finesse"": ""True"", ""weight"": ""light"", ""archetype"": [""Bulky"", ""Crafty"", ""Faithful""]}"
Weapon,Trident,1,"{""damage"": ""1d6"", ""damage_type"": ""piercing"", ""attack_type"": ""melee"", ""reach"": ""5 ft."", ""thrown"": ""True"", ""range"": ""20/60 ft."", ""versatile"": ""True"", ""versatile_dmg"": ""1d8"", ""archetype"": [""Bulky"", ""Faithful""]}"
Weapon,War Pick,1,"{""damage"": ""1d8"", ""damage_type"": ""piercing"", ""attack_type"": ""melee"", ""reach"": ""5 ft."", ""archetype"": ""Bulky""}"
Weapon,Warhammer,1,"{""damage"": ""1d8"", ""damage_type"": ""bludgeoning"", ""attack_type"": ""melee"", ""reach"": ""5 ft."", ""versatile"": ""True"", ""versatile_dmg"": ""1d10"", ""archetype"": [""Bulky"", ""Faithful""]}"
Weapon,Whip,1,"{""damage"": ""1d4"", ""damage_type"": ""slashing"", ""attack_type"": ""melee"", ""reach"": ""10 ft."", ""finesse"": ""True"", ""archetype"": ""Crafty""}"
Weapon,Hand Crossbow,1,"{""damage"": ""1d6"", ""damage_type"": ""piercing"", ""attack_type"": ""ranged"", ""range"": ""25/100 ft."", ""weight"": ""light"", ""archetype"": [""Bulky"", ""Crafty""]}"
Weapon,Heavy Crossbow,1,"{""damage"": ""1d10"", ""damage_type"": ""piercing"", ""attack_type"": ""ranged"", ""range"": ""100/400 ft."", ""weight"": ""heavy"", ""two_handed"": ""True"", ""archetype"": [""Bulky"", ""Crafty"", ""Faithful""]}"
Weapon,Longbow,1,"{""damage"": ""1d8"", ""damage_type"": ""piercing"", ""attack_type"": ""ranged"", ""range"": ""150/600 ft."", ""weight"": ""heavy"", ""two_handed"": ""True"", ""archetype"": [""Bulky"", ""Crafty"", ""Faithful""]}"
Armor,Padded armor,1,"{""armor_type"": ""light"", ""AC"": 11, ""stealth_dis"": ""True"", ""archetype"": [""Bulky"", ""Crafty"", ""Smart"", ""Faithful""]}"
Armor,Leather armor,1,"{""armor_type"": ""light"", ""AC"": 11, ""archetype"": [""Bulky"", ""Crafty"", ""Smart"", ""Faithful""]}"
Armor,Studded Leather armor,1,"{""armor_type"": ""light"", ""AC"": 12, ""archetype"": [""Bulky"", ""Crafty"", ""Smart"", ""Faithful""]}"
Armor,Hide armor,1,"{""armor_type"": ""medium"", ""AC"": 12, ""archetype"": [""Bulky"", ""Crafty"", ""Faithful""]}"
Armor,Chain shirt,1,"{""armor_type"": ""medium"", ""AC"": 13, ""archetype"": [""Bulky"", ""Crafty"", ""Faithful""]}"
Armor,Scale mail,1,"{""armor_type"": ""medium"", ""AC"": 14, ""stealth_dis"": ""True"", ""archetype"": [""Bulky"", ""Crafty"", ""Faithful""]}"
Armor,Breastplate,1,"{""armor_type"": ""medium"", ""AC"": 14, ""archetype"": [""Bulky"", ""Crafty"", ""Faithful""]}"
Armor,Half plate,1,"{""armor_type"": ""medium"", ""AC"": 15, ""stealth_dis"": ""True"", ""archetype"": [""Bulky"", ""Crafty"", ""Faithful""]}"
Armor,Ring mail,1,"{""armor_type"": ""heavy"", ""AC"": 14, ""stealth_dis"": ""True"", ""archetype"": [""Bulky"", ""Faithful""]}"
Armor,Chain mail,1,"{""armor_type"": ""heavy"", ""AC"": 16, ""stealth_dis"": ""True"", ""req_str"": 13, ""archetype"": [""Bulky"", ""Faithful""]}"
Armor,Splint armor,1,"{""armor_type"": ""heavy"", ""AC"": 17, ""stealth_dis"": ""True"", ""req_str"": 15, ""archetype"": [""Bulky"", ""Faithful""]}"
Armor,Plate,1,"{""armor_type"": ""heavy"", ""AC"": 18, ""stealth_dis"": ""True"", ""req_str"": 15, ""archetype"": [""Bulky"", ""Faithful""]}"
Archetype,Bulky,1,"{""stat"": ""STR"", ""health"": 10}"
Archetype,Crafty,1,"{""stat"": ""DEX"", ""health"": 8}"
Archetype,Faithful,1,"{""stat"": ""WIS"", ""health"": 8}"
Archetype,Smart,1,"{""stat"": ""INT"", ""health"": 6}"
Saving,Str,1,"{""stat"": ""STR"", ""archetype"": [""Bulky"", ""Faithful""]}"
Saving,Dex,1,"{""stat"": ""DEX"", ""archetype"": [""Bulky"",""Crafty""]}"
Saving,Con,1,"{""stat"": ""CON"", ""archetype"": [""Bulky"", ""Faithful""]}"
Saving,Int,1,"{""stat"": ""INT"", ""archetype"": [""Crafty"", ""Smart""]}"
Saving,Wis,1,"{""stat"": ""WIS"", ""archetype"": [""Faithful"", ""Smart""]}"
Saving,Cha,1,"{""stat"": ""CHA"", ""archetype"": [""Crafty"", ""Smart""]}"
Description,You hear him whispering {words},1,"{""words"": [""\""Why did my wife leave me?\"""", ""\""It wasn't my fault\""""]}"

